Timestamp,Server 1,Server 2,Server 3,Server 4
2024-11-26 15:39:31,27.25%,28.00%,32.00%,22.00%
2024-11-26 15:39:33,30.50%,23.25%,28.00%,27.50%
2024-11-26 15:39:35,21.25%,33.00%,37.25%,41.25%
2024-11-26 15:39:37,32.25%,29.00%,31.25%,34.00%
2024-11-26 15:39:39,25.25%,42.25%,28.50%,23.25%
2024-11-26 15:39:41,27.25%,33.00%,31.00%,32.25%
2024-11-26 15:39:43,26.50%,34.25%,34.00%,23.00%
2024-11-26 15:39:45,26.50%,37.25%,34.00%,37.99%
2024-11-26 15:39:47,24.25%,25.25%,34.25%,31.00%
2024-11-26 15:39:49,22.75%,31.25%,31.25%,24.50%
2024-11-26 15:39:51,33.00%,31.00%,30.50%,34.25%
2024-11-26 15:39:53,33.25%,26.00%,26.00%,24.25%
2024-11-26 15:39:55,31.25%,28.25%,24.25%,35.00%
2024-11-26 15:39:57,34.74%,32.00%,33.25%,34.25%
2024-11-26 15:39:59,41.50%,30.50%,23.00%,33.25%
2024-11-26 15:40:01,34.25%,35.25%,34.75%,28.00%
2024-11-26 15:40:03,27.25%,36.25%,22.00%,25.00%
2024-11-26 15:40:05,28.00%,37.25%,25.75%,35.50%
2024-11-26 15:40:07,31.25%,38.50%,26.00%,26.00%
2024-11-26 15:40:09,31.00%,24.25%,29.25%,38.25%
2024-11-26 15:40:11,24.00%,37.25%,34.25%,36.25%
2024-11-26 15:40:13,27.50%,29.50%,18.25%,38.00%
2024-11-26 15:40:15,33.00%,31.25%,25.00%,27.25%
2024-11-26 15:40:17,25.00%,36.25%,23.00%,37.50%
2024-11-26 15:40:19,34.25%,28.00%,24.25%,37.25%
2024-11-26 15:40:21,30.25%,33.25%,34.25%,27.00%
2024-11-26 15:40:23,36.25%,33.00%,34.25%,32.00%
2024-11-26 15:40:25,26.00%,38.50%,40.00%,30.25%
2024-11-26 15:40:27,28.25%,38.75%,23.25%,29.00%
2024-11-26 15:40:29,36.00%,26.25%,33.25%,N/A
2024-11-26 15:40:31,20.25%,31.25%,35.00%,26.25%
2024-11-26 15:40:33,25.50%,25.25%,24.25%,37.00%
2024-11-26 15:40:35,37.25%,26.25%,28.25%,30.25%
2024-11-26 15:40:37,29.25%,34.25%,41.25%,37.50%
2024-11-26 15:40:39,30.25%,31.25%,40.50%,24.25%
2024-11-26 15:40:41,28.50%,31.25%,24.25%,25.00%
2024-11-26 15:40:43,26.25%,36.25%,28.00%,38.00%
2024-11-26 15:40:45,32.00%,27.00%,21.25%,27.25%
2024-11-26 15:40:47,34.25%,28.00%,30.25%,39.25%
2024-11-26 15:40:49,33.00%,31.25%,23.00%,29.25%
2024-11-26 15:40:51,34.50%,21.00%,32.25%,33.25%
2024-11-26 15:40:53,28.00%,29.00%,31.25%,34.25%
2024-11-26 15:40:55,N/A,19.25%,23.25%,36.25%
2024-11-26 15:40:57,N/A,33.50%,18.25%,23.25%
2024-11-26 15:40:59,30.25%,33.25%,25.00%,32.00%
2024-11-26 15:41:01,36.25%,34.75%,27.00%,35.00%
2024-11-26 15:41:03,25.25%,27.25%,36.25%,30.25%
2024-11-26 15:41:05,29.25%,33.00%,28.25%,25.50%
2024-11-26 15:41:07,33.25%,24.25%,29.00%,23.00%
2024-11-26 15:41:09,19.25%,37.00%,37.50%,27.25%
2024-11-26 15:41:11,29.25%,21.00%,29.00%,21.25%
2024-11-26 15:41:13,32.25%,42.25%,36.50%,17.00%
2024-11-26 15:41:15,38.25%,38.00%,22.00%,33.25%
2024-11-26 15:41:17,29.25%,34.50%,29.50%,42.25%
2024-11-26 15:41:19,31.25%,31.25%,33.00%,23.50%
2024-11-26 15:41:21,33.25%,36.00%,27.25%,35.25%
2024-11-26 15:41:23,31.00%,27.25%,26.25%,32.25%
2024-11-26 15:41:25,30.00%,39.00%,28.25%,29.50%
2024-11-26 15:41:27,36.25%,27.50%,27.00%,19.25%
2024-11-26 15:41:29,31.25%,24.00%,27.50%,32.50%
2024-11-26 15:41:31,36.75%,N/A,27.00%,33.25%
2024-11-26 15:41:33,36.25%,N/A,38.00%,28.25%
2024-11-26 15:41:35,21.25%,N/A,34.25%,29.50%
2024-11-26 15:41:37,31.74%,38.75%,36.25%,34.25%
2024-11-26 15:41:39,28.00%,30.25%,29.00%,28.25%
2024-11-26 15:41:41,33.00%,34.00%,25.50%,25.00%
2024-11-26 15:41:43,31.00%,33.25%,34.00%,21.25%
2024-11-26 15:41:45,25.25%,34.50%,35.25%,38.00%
2024-11-26 15:41:47,32.50%,37.25%,32.50%,36.25%
2024-11-26 15:41:49,31.00%,30.25%,29.25%,32.00%
2024-11-26 15:41:51,20.00%,28.00%,26.00%,36.25%
2024-11-26 15:41:53,35.25%,29.25%,32.25%,26.25%
2024-11-26 15:41:55,25.25%,33.25%,43.25%,27.00%
2024-11-26 15:41:57,28.25%,28.25%,34.00%,40.00%
2024-11-26 15:41:59,27.25%,43.25%,N/A,33.50%
2024-11-26 15:42:02,28.00%,42.50%,N/A,23.25%
2024-11-26 15:42:04,34.25%,23.00%,N/A,23.50%
2024-11-26 15:42:06,35.25%,27.50%,N/A,24.25%
2024-11-26 15:42:08,26.50%,33.25%,N/A,30.00%
2024-11-26 15:42:10,18.25%,29.25%,N/A,33.25%
2024-11-26 15:42:12,25.00%,37.00%,N/A,30.00%
2024-11-26 15:42:14,19.25%,27.25%,N/A,29.25%
2024-11-26 15:42:16,29.25%,37.25%,N/A,23.25%
2024-11-26 15:42:18,32.25%,31.25%,N/A,24.00%
2024-11-26 15:42:20,32.50%,34.50%,36.50%,31.25%
2024-11-26 15:42:22,31.25%,27.00%,27.00%,19.25%
2024-11-26 15:42:24,22.50%,27.00%,20.00%,23.25%
2024-11-26 15:42:26,21.25%,31.50%,33.00%,24.00%
2024-11-26 15:42:28,35.00%,28.25%,31.00%,38.50%
2024-11-26 15:42:30,30.50%,18.25%,27.25%,22.50%
2024-11-26 15:42:32,40.25%,26.50%,17.25%,29.25%
2024-11-26 15:42:34,32.50%,25.25%,26.25%,29.25%
2024-11-26 15:42:36,30.25%,29.25%,25.25%,32.00%
2024-11-26 15:42:38,37.50%,22.00%,39.00%,29.25%
2024-11-26 15:42:40,28.00%,26.25%,25.50%,35.25%
2024-11-26 15:42:42,30.25%,30.25%,24.25%,21.25%
2024-11-26 15:42:44,29.25%,35.00%,23.00%,23.50%
2024-11-26 15:42:46,28.25%,26.25%,34.25%,27.25%
2024-11-26 15:42:48,39.25%,35.00%,32.25%,39.25%
2024-11-26 15:42:50,34.25%,32.00%,23.00%,33.25%
2024-11-26 15:42:52,29.00%,28.25%,35.25%,37.25%
2024-11-26 15:42:54,31.50%,27.25%,23.50%,29.25%
2024-11-26 15:42:56,22.00%,37.50%,37.00%,39.00%
2024-11-26 15:42:58,22.50%,35.00%,31.50%,22.25%
2024-11-26 15:43:00,29.50%,27.00%,29.25%,27.50%
2024-11-26 15:43:02,19.25%,33.25%,24.25%,32.00%
2024-11-26 15:43:04,31.00%,34.25%,30.25%,31.25%
2024-11-26 15:43:06,33.00%,28.25%,31.25%,36.50%
2024-11-26 15:43:08,20.25%,22.25%,27.25%,21.25%
2024-11-26 15:43:10,26.25%,37.25%,27.00%,22.25%
2024-11-26 15:43:12,26.00%,36.50%,33.25%,31.00%
2024-11-26 15:43:14,26.25%,26.25%,41.00%,28.25%
2024-11-26 15:43:16,29.25%,29.25%,33.00%,28.75%
2024-11-26 15:43:18,23.25%,27.25%,29.00%,29.25%
2024-11-26 15:43:20,21.00%,25.25%,27.25%,26.25%
2024-11-26 15:43:22,49.00%,25.50%,23.25%,28.00%
2024-11-26 15:43:24,37.25%,20.00%,28.00%,25.25%
2024-11-26 15:43:26,29.00%,23.00%,31.25%,31.25%
2024-11-26 15:43:28,31.25%,20.50%,27.50%,33.25%
2024-11-26 15:43:30,32.25%,26.25%,29.25%,36.25%
2024-11-26 15:43:32,25.25%,34.25%,22.00%,34.25%
2024-11-26 15:43:34,32.25%,24.25%,35.25%,26.00%
2024-11-26 15:43:36,25.50%,26.00%,32.25%,29.25%
2024-11-26 15:43:38,40.25%,33.25%,38.25%,38.25%
2024-11-26 15:43:40,26.25%,28.25%,23.25%,22.25%
2024-11-26 15:43:42,28.25%,35.50%,35.00%,32.50%
2024-11-26 15:43:44,25.50%,31.00%,30.00%,19.25%
2024-11-26 15:43:46,31.50%,31.25%,32.00%,26.25%
2024-11-26 15:43:48,39.25%,28.00%,26.00%,22.25%
2024-11-26 15:43:50,35.00%,31.25%,26.00%,29.25%
2024-11-26 15:43:52,29.25%,25.00%,36.25%,18.25%
2024-11-26 15:43:54,44.00%,34.25%,18.00%,30.00%
2024-11-26 15:43:56,27.50%,31.25%,22.25%,35.50%
2024-11-26 15:43:58,21.25%,18.00%,35.50%,29.74%
2024-11-26 15:44:00,34.25%,22.00%,31.00%,32.25%
2024-11-26 15:44:02,28.00%,31.00%,26.50%,24.00%
2024-11-26 15:44:04,25.00%,32.00%,25.74%,30.25%
2024-11-26 15:44:06,45.25%,27.50%,34.00%,34.50%
2024-11-26 15:44:08,32.25%,22.00%,20.75%,24.25%
2024-11-26 15:44:10,28.00%,25.50%,29.00%,39.25%
2024-11-26 15:44:12,33.25%,40.25%,37.25%,25.00%
2024-11-26 15:44:14,27.50%,28.50%,35.00%,N/A
2024-11-26 15:44:16,28.50%,27.25%,28.25%,30.00%
2024-11-26 15:44:18,34.00%,33.00%,29.25%,37.00%
2024-11-26 15:44:20,24.00%,29.25%,28.25%,30.00%
2024-11-26 15:44:22,25.50%,26.00%,27.25%,43.25%
2024-11-26 15:44:24,27.25%,33.50%,27.25%,27.25%
2024-11-26 15:44:26,19.00%,27.00%,24.00%,33.25%
2024-11-26 15:44:28,27.00%,36.74%,34.25%,31.00%
2024-11-26 15:44:30,22.50%,24.00%,34.00%,41.25%
2024-11-26 15:44:32,27.25%,37.25%,17.25%,43.00%
2024-11-26 15:44:34,28.25%,28.00%,24.00%,28.00%
2024-11-26 15:44:36,N/A,28.25%,35.25%,30.00%
2024-11-26 15:44:38,N/A,26.25%,20.25%,36.25%
2024-11-26 15:44:40,26.00%,24.25%,46.50%,26.25%
2024-11-26 15:44:42,29.75%,31.00%,35.25%,20.25%
2024-11-26 15:44:44,28.00%,44.25%,23.50%,25.50%
2024-11-26 15:44:46,28.25%,27.00%,35.25%,28.25%
2024-11-26 15:44:48,24.25%,30.00%,32.50%,28.00%
2024-11-26 15:44:50,39.00%,27.00%,35.00%,26.25%
2024-11-26 15:44:52,32.25%,27.50%,20.25%,32.00%
2024-11-26 15:44:54,27.25%,38.00%,24.25%,32.50%
2024-11-26 15:44:56,35.00%,21.00%,30.25%,21.25%
2024-11-26 15:44:58,33.00%,32.25%,30.25%,36.25%
2024-11-26 15:45:00,25.50%,27.25%,26.00%,40.25%
2024-11-26 15:45:02,26.25%,37.25%,28.25%,22.25%
2024-11-26 15:45:04,35.25%,33.00%,29.25%,34.25%
2024-11-26 15:45:06,26.25%,31.25%,36.00%,38.00%
2024-11-26 15:45:08,32.25%,26.50%,26.25%,27.25%
2024-11-26 15:45:10,37.50%,25.00%,36.25%,27.00%
2024-11-26 15:45:12,33.00%,N/A,24.25%,37.00%
2024-11-26 15:45:14,37.00%,N/A,25.25%,31.25%
2024-11-26 15:45:16,27.00%,N/A,20.25%,32.25%
2024-11-26 15:45:18,24.00%,33.25%,28.25%,27.25%
2024-11-26 15:45:20,28.25%,37.25%,40.50%,29.00%
2024-11-26 15:45:22,30.00%,30.00%,26.00%,25.25%
2024-11-26 15:45:24,37.25%,31.50%,34.00%,30.00%
2024-11-26 15:45:26,24.00%,30.50%,26.25%,28.25%
2024-11-26 15:45:28,24.50%,25.00%,23.25%,34.25%
2024-11-26 15:45:30,35.00%,24.00%,26.00%,24.50%
2024-11-26 15:45:32,28.25%,42.00%,31.25%,24.25%
2024-11-26 15:45:34,31.25%,25.50%,29.25%,44.25%
2024-11-26 15:45:36,30.50%,46.00%,30.00%,42.25%
2024-11-26 15:45:38,24.50%,34.25%,34.25%,28.50%
2024-11-26 15:45:40,33.25%,32.50%,N/A,22.25%
2024-11-26 15:45:43,33.50%,30.00%,N/A,25.50%
2024-11-26 15:45:45,26.50%,29.25%,N/A,41.25%
2024-11-26 15:45:47,27.25%,25.25%,N/A,29.00%
2024-11-26 15:45:49,26.00%,24.00%,N/A,25.25%
2024-11-26 15:45:51,28.25%,34.00%,N/A,40.00%
2024-11-26 15:45:53,24.25%,26.25%,N/A,28.50%
2024-11-26 15:45:55,31.00%,29.25%,N/A,32.00%
2024-11-26 15:45:57,23.00%,33.00%,N/A,31.50%
2024-11-26 15:45:59,24.25%,28.00%,N/A,20.25%
2024-11-26 15:46:01,28.25%,34.00%,N/A,29.25%
2024-11-26 15:46:03,21.25%,28.25%,28.25%,30.25%
2024-11-26 15:46:05,25.50%,22.25%,36.25%,31.50%
2024-11-26 15:46:07,20.25%,21.25%,28.00%,25.50%
2024-11-26 15:46:09,24.00%,35.25%,31.00%,35.25%
2024-11-26 15:46:11,24.25%,23.25%,28.25%,31.50%
2024-11-26 15:46:13,19.25%,30.00%,28.00%,37.25%
2024-11-26 15:46:15,27.00%,25.25%,32.00%,27.00%
2024-11-26 15:46:17,36.25%,27.25%,33.50%,24.25%
2024-11-26 15:46:19,26.25%,24.25%,36.25%,30.25%
2024-11-26 15:46:21,40.25%,23.25%,29.50%,40.50%
2024-11-26 15:46:23,32.25%,26.00%,33.25%,35.25%
2024-11-26 15:46:25,24.00%,22.25%,25.25%,24.25%
2024-11-26 15:46:27,29.75%,46.25%,28.00%,35.50%
2024-11-26 15:46:29,28.00%,31.25%,34.25%,32.00%
2024-11-26 15:46:31,26.00%,24.00%,39.25%,25.25%
2024-11-26 15:46:33,29.25%,27.00%,35.00%,22.00%
2024-11-26 15:46:35,36.00%,23.25%,37.25%,27.74%
2024-11-26 15:46:37,29.00%,41.25%,34.50%,25.25%
2024-11-26 15:46:39,27.25%,27.25%,34.25%,30.25%
2024-11-26 15:46:41,31.25%,33.00%,33.25%,24.25%
2024-11-26 15:46:43,32.00%,18.25%,35.00%,27.00%
2024-11-26 15:46:45,26.00%,37.25%,44.50%,32.25%
2024-11-26 15:46:47,33.50%,26.00%,25.25%,29.25%
2024-11-26 15:46:49,38.25%,36.00%,35.00%,29.00%
2024-11-26 15:46:51,25.50%,35.25%,26.25%,37.25%
2024-11-26 15:46:53,30.25%,34.00%,38.00%,27.25%
2024-11-26 15:46:55,38.25%,27.25%,27.25%,28.25%
2024-11-26 15:46:57,28.25%,20.50%,27.25%,32.25%
2024-11-26 15:46:59,26.00%,27.50%,27.25%,35.25%
2024-11-26 15:47:01,30.25%,35.00%,34.25%,41.25%
2024-11-26 15:47:03,22.25%,32.50%,27.00%,39.25%
2024-11-26 15:47:05,34.25%,28.25%,29.25%,31.25%
2024-11-26 15:47:07,28.00%,33.25%,36.00%,21.00%
2024-11-26 15:47:09,45.25%,43.25%,22.25%,29.00%
2024-11-26 15:47:11,34.25%,27.00%,36.00%,27.25%
2024-11-26 15:47:13,28.25%,21.25%,36.00%,35.25%
2024-11-26 15:47:15,31.00%,34.25%,27.25%,22.00%
2024-11-26 15:47:17,27.25%,28.25%,28.00%,27.25%
2024-11-26 15:47:19,34.00%,26.00%,24.00%,27.25%
2024-11-26 15:47:21,33.25%,31.25%,29.00%,29.00%
2024-11-26 15:47:23,24.00%,28.50%,28.00%,28.50%
2024-11-26 15:47:25,26.00%,25.25%,34.00%,35.25%
2024-11-26 15:47:27,37.25%,23.25%,39.00%,30.25%
2024-11-26 15:47:29,24.00%,30.00%,41.00%,29.25%
2024-11-26 15:47:31,33.50%,41.25%,38.25%,29.25%
2024-11-26 15:47:33,32.00%,33.50%,25.00%,29.25%
2024-11-26 15:47:35,29.25%,22.25%,25.25%,36.25%
2024-11-26 15:47:37,28.50%,21.25%,26.00%,32.25%
2024-11-26 15:47:39,23.50%,33.25%,29.00%,23.75%
2024-11-26 15:47:41,40.25%,25.50%,27.25%,28.75%
2024-11-26 15:47:43,42.25%,27.50%,26.25%,30.25%
2024-11-26 15:47:45,32.00%,26.25%,33.25%,32.50%
2024-11-26 15:47:47,28.25%,39.50%,33.00%,34.00%
2024-11-26 15:47:49,33.50%,26.25%,28.00%,27.00%
2024-11-26 15:47:51,25.50%,35.25%,32.25%,34.25%
2024-11-26 15:47:53,26.25%,22.75%,20.50%,22.00%
2024-11-26 15:47:55,28.25%,42.25%,32.00%,29.00%
2024-11-26 15:47:57,30.25%,32.50%,29.50%,32.25%
2024-11-26 15:47:59,26.50%,25.00%,31.25%,29.00%
2024-11-26 15:48:01,29.25%,39.25%,26.25%,30.00%
2024-11-26 15:48:03,31.00%,25.50%,33.25%,N/A
2024-11-26 15:48:05,36.25%,40.25%,40.00%,37.50%
2024-11-26 15:48:07,32.25%,31.50%,31.25%,30.00%
2024-11-26 15:48:09,32.25%,29.50%,27.25%,28.25%
2024-11-26 15:48:11,23.00%,32.25%,36.00%,32.25%
2024-11-26 15:48:13,29.25%,30.00%,29.25%,30.00%
2024-11-26 15:48:15,39.25%,27.25%,35.00%,25.25%
2024-11-26 15:48:17,32.50%,44.25%,30.25%,29.00%
2024-11-26 15:48:19,17.25%,28.00%,30.25%,22.25%
2024-11-26 15:48:21,38.50%,30.00%,22.25%,33.25%
2024-11-26 15:48:23,29.50%,31.25%,38.00%,36.25%
2024-11-26 15:48:25,31.00%,27.25%,35.00%,44.00%
2024-11-26 15:48:27,N/A,26.25%,32.00%,37.25%
2024-11-26 15:48:29,N/A,34.25%,30.25%,24.25%
2024-11-26 15:48:31,35.50%,42.00%,34.25%,34.25%
2024-11-26 15:48:33,32.50%,33.00%,34.50%,27.25%
2024-11-26 15:48:35,32.25%,26.25%,26.25%,29.25%
2024-11-26 15:48:37,29.25%,37.25%,35.00%,25.25%
2024-11-26 15:48:39,32.25%,32.25%,25.25%,26.25%
2024-11-26 15:48:41,28.00%,35.25%,27.25%,36.25%
2024-11-26 15:48:43,27.25%,35.25%,39.00%,37.25%
2024-11-26 15:48:45,30.25%,33.25%,27.25%,26.25%
2024-11-26 15:48:47,23.25%,26.00%,26.25%,30.25%
2024-11-26 15:48:49,36.25%,37.25%,33.00%,30.25%
2024-11-26 15:48:51,20.25%,31.00%,26.25%,30.25%
2024-11-26 15:48:53,28.00%,35.25%,29.00%,31.25%
2024-11-26 15:48:55,33.25%,32.50%,31.25%,33.25%
2024-11-26 15:48:57,37.25%,30.00%,37.00%,27.00%
2024-11-26 15:48:59,33.25%,30.00%,34.00%,25.25%
2024-11-26 15:49:01,23.00%,N/A,29.25%,48.00%
2024-11-26 15:49:03,31.00%,N/A,25.00%,37.00%
2024-11-26 15:49:05,28.25%,N/A,35.25%,23.50%
2024-11-26 15:49:07,34.00%,N/A,25.00%,32.25%
2024-11-26 15:49:09,23.25%,30.25%,28.25%,34.25%
2024-11-26 15:49:11,28.25%,32.75%,26.00%,34.25%
2024-11-26 15:49:13,15.00%,26.25%,29.25%,26.25%
2024-11-26 15:49:15,29.00%,22.25%,23.00%,28.50%
2024-11-26 15:49:17,24.25%,28.00%,21.50%,27.00%
2024-11-26 15:49:19,27.25%,43.25%,26.00%,35.25%
2024-11-26 15:49:21,16.00%,27.50%,21.25%,22.25%
2024-11-26 15:49:23,30.00%,25.00%,34.00%,31.00%
2024-11-26 15:49:25,36.25%,23.25%,23.00%,36.00%
2024-11-26 15:49:27,26.00%,31.25%,N/A,20.25%
2024-11-26 15:49:30,26.50%,28.00%,N/A,24.00%
2024-11-26 15:49:32,43.25%,24.00%,N/A,21.25%
2024-11-26 15:49:34,25.25%,36.25%,N/A,32.25%
2024-11-26 15:49:36,30.25%,29.25%,N/A,35.00%
2024-11-26 15:49:38,27.25%,29.25%,N/A,32.25%
2024-11-26 15:49:40,26.25%,36.25%,N/A,34.50%
2024-11-26 15:49:42,35.25%,27.25%,N/A,25.25%
2024-11-26 15:49:44,29.25%,32.50%,N/A,33.00%
2024-11-26 15:49:46,33.00%,30.00%,26.25%,29.25%
2024-11-26 15:49:48,32.25%,29.50%,37.00%,34.25%
2024-11-26 15:49:50,31.50%,27.25%,33.00%,19.25%
2024-11-26 15:49:52,39.25%,24.25%,32.00%,33.25%
2024-11-26 15:49:54,30.25%,22.50%,17.25%,30.00%
2024-11-26 15:49:56,23.25%,35.25%,27.00%,37.75%
2024-11-26 15:49:58,32.00%,35.25%,31.25%,32.50%
2024-11-26 15:50:00,36.25%,22.25%,35.00%,23.00%
2024-11-26 15:50:02,31.25%,25.25%,30.25%,30.25%
2024-11-26 15:50:04,34.25%,27.00%,26.25%,18.25%
2024-11-26 15:50:06,30.00%,27.25%,26.25%,29.74%
2024-11-26 15:50:08,27.50%,30.00%,38.00%,31.00%
2024-11-26 15:50:10,36.25%,32.00%,30.00%,31.50%
2024-11-26 15:50:12,25.25%,31.25%,24.00%,37.00%
2024-11-26 15:50:14,32.25%,25.50%,30.25%,34.25%
2024-11-26 15:50:16,18.50%,30.50%,31.00%,34.25%
2024-11-26 15:50:18,26.25%,32.50%,34.00%,30.25%
2024-11-26 15:50:20,31.25%,33.25%,36.00%,34.00%
2024-11-26 15:50:22,26.25%,28.00%,24.00%,33.00%
2024-11-26 15:50:24,35.00%,24.25%,29.00%,31.00%
2024-11-26 15:50:26,24.00%,38.25%,23.25%,24.00%
2024-11-26 15:50:28,36.50%,23.50%,32.25%,39.00%
2024-11-26 15:50:30,28.75%,30.00%,28.00%,28.50%
2024-11-26 15:50:32,31.25%,23.25%,34.25%,25.00%
2024-11-26 15:50:34,28.00%,30.25%,27.25%,30.25%
2024-11-26 15:50:36,27.25%,32.25%,28.00%,26.25%
2024-11-26 15:50:38,17.00%,30.25%,25.50%,31.00%
2024-11-26 15:50:40,26.25%,29.25%,31.50%,42.50%
2024-11-26 15:50:42,38.25%,23.25%,38.00%,23.25%
2024-11-26 15:50:44,23.25%,28.25%,27.25%,39.00%
2024-11-26 15:50:46,46.00%,32.00%,36.25%,21.50%
2024-11-26 15:50:48,28.25%,21.25%,28.00%,35.00%
2024-11-26 15:50:50,33.75%,28.25%,39.00%,27.00%
2024-11-26 15:50:52,28.25%,31.00%,24.25%,22.00%
2024-11-26 15:50:54,20.25%,29.25%,30.00%,34.25%
2024-11-26 15:50:56,37.00%,41.25%,24.50%,33.00%
2024-11-26 15:50:58,24.25%,25.25%,32.00%,32.25%
2024-11-26 15:51:00,35.00%,14.50%,31.50%,36.00%
2024-11-26 15:51:02,32.00%,24.00%,34.00%,29.00%
2024-11-26 15:51:04,31.00%,27.00%,42.50%,41.00%
2024-11-26 15:51:06,33.00%,20.00%,31.25%,24.25%
2024-11-26 15:51:08,25.00%,34.25%,30.00%,37.25%
2024-11-26 15:51:10,37.25%,37.00%,33.50%,34.00%
2024-11-26 15:51:12,34.50%,32.00%,24.00%,23.50%
2024-11-26 15:51:14,31.00%,38.50%,29.00%,24.00%
2024-11-26 15:51:16,33.00%,32.00%,23.00%,40.00%
2024-11-26 15:51:18,27.25%,26.25%,24.00%,35.00%
2024-11-26 15:51:20,38.25%,33.25%,38.00%,25.25%
2024-11-26 15:51:22,25.00%,35.25%,37.25%,35.00%
2024-11-26 15:51:24,35.00%,36.25%,21.00%,33.00%
2024-11-26 15:51:26,40.25%,27.50%,28.25%,34.50%
2024-11-26 15:51:28,23.25%,32.25%,24.25%,33.25%
2024-11-26 15:51:30,22.25%,22.25%,35.00%,35.00%
2024-11-26 15:51:32,35.00%,30.00%,31.25%,29.00%
2024-11-26 15:51:34,28.00%,31.25%,32.00%,33.25%
2024-11-26 15:51:36,38.50%,28.25%,25.25%,25.25%
2024-11-26 15:51:38,30.25%,27.25%,18.25%,27.25%
2024-11-26 15:51:40,29.25%,29.25%,25.25%,35.25%
2024-11-26 15:51:42,25.25%,29.25%,25.00%,N/A
2024-11-26 15:51:44,30.25%,36.00%,23.25%,29.50%
2024-11-26 15:51:46,34.25%,28.25%,29.00%,21.25%
2024-11-26 15:51:48,31.00%,23.25%,27.25%,30.25%
2024-11-26 15:51:50,22.25%,28.25%,28.25%,31.00%
2024-11-26 15:51:52,30.25%,36.00%,20.25%,29.25%
2024-11-26 15:51:54,31.25%,36.25%,31.25%,35.00%
2024-11-26 15:51:56,31.25%,22.50%,33.25%,28.25%
2024-11-26 15:51:58,35.00%,24.00%,24.00%,36.00%
2024-11-26 15:52:00,35.25%,27.25%,26.50%,26.00%
2024-11-26 15:52:02,27.25%,33.25%,23.00%,34.25%
2024-11-26 15:52:04,22.00%,33.50%,32.00%,31.00%
2024-11-26 15:52:06,N/A,35.25%,23.00%,34.25%
2024-11-26 15:52:08,N/A,31.25%,29.25%,46.25%
2024-11-26 15:52:10,26.00%,26.25%,35.00%,31.00%
2024-11-26 15:52:12,33.25%,35.00%,42.25%,36.50%
2024-11-26 15:52:14,27.25%,24.50%,32.00%,37.25%
2024-11-26 15:52:16,29.50%,38.25%,33.25%,29.25%
2024-11-26 15:52:18,27.25%,37.25%,21.00%,36.50%
2024-11-26 15:52:20,30.50%,32.25%,37.25%,30.00%
2024-11-26 15:52:22,25.25%,29.25%,23.00%,27.25%
2024-11-26 15:52:24,35.25%,44.00%,26.25%,35.75%
2024-11-26 15:52:26,28.25%,23.50%,31.00%,36.00%
2024-11-26 15:52:28,29.25%,32.00%,24.25%,24.50%
2024-11-26 15:52:30,31.25%,27.00%,28.25%,26.25%
2024-11-26 15:52:32,32.25%,28.50%,30.25%,37.50%
2024-11-26 15:52:34,31.00%,30.25%,22.25%,31.25%
2024-11-26 15:52:36,30.25%,32.00%,39.50%,22.25%
2024-11-26 15:52:38,29.00%,36.00%,34.25%,36.00%
2024-11-26 15:52:40,29.25%,N/A,26.00%,35.25%
2024-11-26 15:52:42,32.25%,N/A,28.25%,36.25%
2024-11-26 15:52:44,24.25%,N/A,28.25%,21.25%
2024-11-26 15:52:46,25.25%,36.00%,33.50%,39.25%
2024-11-26 15:52:48,31.50%,47.25%,25.00%,29.50%
2024-11-26 15:52:50,23.00%,23.00%,32.00%,35.25%
2024-11-26 15:52:52,28.25%,30.25%,34.25%,30.25%
2024-11-26 15:52:54,30.00%,26.00%,31.50%,20.25%
2024-11-26 15:52:56,34.00%,29.25%,35.25%,24.00%
2024-11-26 15:52:58,31.25%,25.00%,28.00%,36.25%
2024-11-26 15:53:00,25.00%,24.25%,27.50%,24.25%
2024-11-26 15:53:02,39.00%,30.50%,27.00%,34.25%
2024-11-26 15:53:05,37.25%,39.25%,N/A,21.25%
2024-11-26 15:53:07,28.00%,32.00%,N/A,36.00%
2024-11-26 15:53:09,29.25%,41.00%,N/A,27.25%
2024-11-26 15:53:11,25.00%,27.25%,N/A,25.25%
2024-11-26 15:53:13,40.25%,30.25%,N/A,22.00%
2024-11-26 15:53:15,21.00%,24.25%,N/A,36.50%
2024-11-26 15:53:17,26.25%,29.25%,N/A,31.25%
2024-11-26 15:53:19,32.25%,34.50%,N/A,30.25%
2024-11-26 15:53:21,36.00%,25.25%,N/A,33.00%
2024-11-26 15:53:23,30.00%,25.25%,N/A,30.25%
2024-11-26 15:53:25,30.00%,26.25%,28.25%,19.00%
2024-11-26 15:53:27,27.25%,34.00%,38.00%,32.00%
2024-11-26 15:53:29,26.00%,41.50%,17.00%,33.25%
2024-11-26 15:53:31,45.00%,30.00%,29.00%,22.00%
2024-11-26 15:53:33,25.25%,26.50%,26.50%,21.25%
2024-11-26 15:53:35,37.00%,34.50%,25.00%,33.25%
2024-11-26 15:53:37,22.25%,38.50%,37.25%,28.00%
2024-11-26 15:53:39,41.00%,37.25%,32.25%,28.25%
2024-11-26 15:53:41,38.50%,33.25%,25.00%,40.25%
2024-11-26 15:53:43,35.25%,25.00%,33.25%,18.25%
