Timestamp,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8
2024-11-26 16:57:39,32.00%,27.50%,18.25%,32.00%,33.25%,23.00%,19.00%,38.00%
2024-11-26 16:57:41,31.25%,25.25%,37.00%,28.25%,32.25%,27.25%,36.00%,36.25%
2024-11-26 16:57:43,29.25%,42.25%,30.50%,29.25%,30.25%,32.25%,25.50%,31.25%
2024-11-26 16:57:45,24.25%,31.25%,33.50%,26.00%,28.00%,35.00%,27.00%,23.25%
2024-11-26 16:57:47,36.25%,30.25%,28.00%,21.00%,N/A,15.00%,37.25%,25.25%
2024-11-26 16:57:49,31.25%,24.25%,31.50%,31.25%,N/A,40.50%,25.25%,38.25%
2024-11-26 16:57:51,26.25%,37.00%,31.50%,26.25%,N/A,27.00%,35.25%,30.00%
2024-11-26 16:57:53,42.00%,33.25%,23.25%,29.00%,30.50%,26.50%,40.25%,32.25%
2024-11-26 16:57:55,36.00%,27.75%,34.25%,29.25%,22.25%,32.50%,31.50%,25.25%
2024-11-26 16:57:57,31.50%,37.25%,36.25%,37.00%,37.25%,23.25%,39.25%,29.25%
2024-11-26 16:57:59,29.00%,29.25%,34.25%,24.00%,36.25%,38.00%,26.50%,17.25%
2024-11-26 16:58:01,31.00%,28.00%,38.00%,30.00%,35.25%,19.50%,30.25%,34.25%
2024-11-26 16:58:03,23.25%,36.50%,30.25%,30.25%,39.25%,25.00%,27.00%,28.25%
2024-11-26 16:58:05,25.25%,34.00%,31.25%,31.00%,36.25%,29.25%,35.25%,33.00%
2024-11-26 16:58:07,23.00%,25.25%,38.25%,34.25%,31.25%,31.50%,27.25%,31.00%
2024-11-26 16:58:09,33.00%,35.25%,30.50%,27.25%,28.25%,50.00%,27.25%,24.25%
2024-11-26 16:58:11,34.25%,34.00%,30.25%,35.00%,22.50%,32.25%,39.25%,36.25%
2024-11-26 16:58:13,33.25%,21.25%,25.00%,N/A,38.25%,15.00%,26.00%,34.00%
2024-11-26 16:58:15,37.00%,24.50%,20.00%,N/A,28.25%,26.00%,26.00%,21.25%
2024-11-26 16:58:17,35.50%,32.25%,32.50%,N/A,33.25%,34.00%,26.50%,37.00%
2024-11-26 16:58:19,30.00%,30.25%,31.25%,N/A,49.25%,22.25%,37.00%,32.25%
2024-11-26 16:58:21,25.25%,37.50%,28.00%,38.00%,34.50%,29.00%,41.25%,39.25%
2024-11-26 16:58:23,28.25%,30.25%,30.25%,32.00%,35.00%,26.00%,16.25%,37.25%
2024-11-26 16:58:25,23.23%,27.25%,29.25%,23.25%,24.25%,25.00%,32.00%,29.25%
2024-11-26 16:58:27,26.00%,38.50%,35.25%,38.00%,33.25%,36.25%,21.25%,36.00%
2024-11-26 16:58:29,34.25%,24.00%,24.50%,20.25%,28.25%,39.00%,38.25%,29.00%
2024-11-26 16:58:31,28.25%,26.25%,27.00%,18.00%,25.50%,26.00%,33.50%,25.25%
2024-11-26 16:58:33,33.25%,30.50%,23.25%,20.50%,37.50%,24.25%,34.50%,36.00%
2024-11-26 16:58:35,29.50%,33.00%,36.00%,23.25%,25.50%,29.00%,27.74%,31.50%
2024-11-26 16:58:37,28.00%,26.50%,18.25%,39.25%,31.25%,28.25%,23.00%,37.00%
2024-11-26 16:58:39,32.25%,43.50%,42.00%,32.00%,34.25%,25.00%,33.00%,26.25%
2024-11-26 16:58:41,27.50%,22.25%,41.25%,33.25%,17.25%,26.00%,29.25%,29.00%
2024-11-26 16:58:43,33.00%,36.00%,31.25%,41.25%,43.00%,36.00%,32.25%,38.25%
2024-11-26 16:58:45,25.50%,27.00%,30.00%,29.00%,22.50%,26.25%,29.00%,30.50%
2024-11-26 16:58:47,32.00%,26.50%,20.25%,42.00%,33.50%,37.25%,29.25%,36.25%
2024-11-26 16:58:49,25.00%,29.25%,20.25%,37.50%,34.00%,28.25%,36.25%,N/A
2024-11-26 16:58:51,29.25%,30.25%,35.25%,24.00%,26.50%,24.00%,32.25%,N/A
2024-11-26 16:58:54,31.25%,29.25%,30.00%,33.25%,32.50%,32.25%,28.00%,N/A
2024-11-26 16:58:56,30.25%,30.25%,20.25%,34.00%,39.25%,20.25%,37.00%,25.00%
2024-11-26 16:58:58,44.00%,30.25%,41.25%,30.25%,38.25%,33.50%,31.25%,34.25%
2024-11-26 16:59:00,26.25%,25.00%,32.00%,32.00%,36.50%,29.00%,26.25%,31.00%
2024-11-26 16:59:02,29.50%,34.25%,17.25%,36.50%,39.25%,21.00%,39.25%,37.25%
2024-11-26 16:59:04,26.00%,21.25%,35.74%,36.00%,34.50%,25.00%,36.25%,30.25%
2024-11-26 16:59:06,N/A,36.25%,25.25%,24.25%,32.25%,30.50%,28.50%,34.25%
2024-11-26 16:59:08,N/A,37.00%,32.25%,35.00%,32.25%,35.00%,34.25%,32.25%
2024-11-26 16:59:10,N/A,35.25%,32.50%,34.50%,21.25%,33.25%,24.25%,40.25%
2024-11-26 16:59:12,N/A,30.00%,34.25%,37.25%,20.25%,32.25%,30.25%,29.25%
2024-11-26 16:59:14,N/A,26.00%,40.50%,30.25%,30.50%,26.25%,31.25%,27.50%
2024-11-26 16:59:16,39.25%,25.50%,36.25%,23.00%,22.00%,21.00%,32.25%,32.75%
2024-11-26 16:59:18,20.00%,26.00%,33.25%,34.50%,34.50%,31.25%,27.00%,28.00%
2024-11-26 16:59:20,20.25%,32.00%,29.00%,35.25%,34.50%,31.25%,N/A,45.25%
2024-11-26 16:59:22,34.00%,33.00%,21.25%,37.25%,32.50%,29.00%,N/A,30.50%
2024-11-26 16:59:24,23.00%,22.50%,31.25%,27.00%,18.00%,22.25%,N/A,40.25%
2024-11-26 16:59:26,30.50%,26.50%,20.00%,22.25%,32.25%,33.00%,N/A,29.25%
2024-11-26 16:59:28,45.25%,41.25%,20.25%,25.25%,31.25%,32.00%,N/A,32.25%
2024-11-26 16:59:30,23.00%,26.25%,N/A,33.25%,27.50%,N/A,N/A,40.25%
2024-11-26 16:59:32,27.50%,30.25%,N/A,25.25%,26.50%,N/A,N/A,31.25%
2024-11-26 16:59:34,35.50%,35.25%,N/A,30.00%,34.25%,N/A,26.25%,29.25%
2024-11-26 16:59:36,34.00%,27.00%,N/A,32.25%,29.25%,N/A,15.00%,31.00%
2024-11-26 16:59:38,31.00%,32.25%,N/A,33.25%,28.25%,N/A,22.25%,31.00%
2024-11-26 16:59:40,35.25%,22.00%,39.00%,25.25%,23.25%,34.25%,34.00%,31.00%
2024-11-26 16:59:42,24.00%,34.50%,46.00%,29.25%,28.50%,32.25%,28.25%,28.25%
2024-11-26 16:59:44,36.00%,22.25%,35.25%,28.25%,31.25%,36.00%,31.00%,34.00%
2024-11-26 16:59:46,30.25%,33.25%,34.00%,40.25%,33.25%,33.50%,24.50%,28.00%
2024-11-26 16:59:48,29.00%,27.00%,25.00%,28.25%,42.25%,28.25%,29.25%,28.00%
2024-11-26 16:59:50,33.50%,38.25%,34.00%,25.50%,35.25%,28.25%,36.50%,25.50%
2024-11-26 16:59:52,26.25%,26.00%,33.00%,19.50%,31.25%,42.00%,26.25%,31.25%
2024-11-26 16:59:54,26.50%,28.25%,23.25%,27.00%,34.00%,28.50%,37.25%,32.25%
2024-11-26 16:59:56,32.25%,36.25%,25.25%,33.75%,25.50%,35.00%,32.00%,33.25%
2024-11-26 16:59:58,40.25%,32.50%,14.25%,36.00%,30.25%,29.25%,23.50%,33.50%
2024-11-26 17:00:00,34.00%,29.00%,32.25%,24.25%,36.25%,24.25%,30.25%,28.25%
2024-11-26 17:00:02,32.50%,30.25%,26.50%,30.25%,37.74%,29.50%,27.50%,28.25%
2024-11-26 17:00:04,36.00%,27.50%,27.25%,35.25%,38.25%,33.25%,27.25%,34.25%
2024-11-26 17:00:06,30.00%,27.25%,29.25%,21.25%,29.00%,26.25%,27.25%,35.50%
2024-11-26 17:00:08,29.25%,30.25%,34.50%,35.25%,32.25%,25.00%,37.25%,33.25%
2024-11-26 17:00:10,33.25%,38.50%,28.00%,29.00%,21.50%,29.00%,34.25%,35.00%
2024-11-26 17:00:12,37.25%,24.50%,30.00%,24.25%,30.50%,22.00%,34.25%,28.25%
2024-11-26 17:00:14,37.00%,28.25%,35.00%,31.25%,31.25%,33.25%,30.50%,27.00%
2024-11-26 17:00:16,32.25%,29.25%,16.00%,27.75%,29.74%,31.00%,30.25%,25.25%
2024-11-26 17:00:18,30.00%,24.25%,33.25%,25.25%,33.50%,26.25%,42.25%,20.00%
2024-11-26 17:00:20,24.00%,34.00%,33.25%,31.00%,31.25%,25.25%,29.00%,35.25%
2024-11-26 17:00:22,28.25%,35.25%,34.00%,21.50%,29.25%,28.00%,40.25%,42.25%
2024-11-26 17:00:24,27.25%,25.00%,24.00%,25.00%,26.00%,37.00%,23.00%,27.00%
2024-11-26 17:00:26,40.00%,35.25%,32.00%,33.50%,44.25%,36.25%,27.25%,41.25%
2024-11-26 17:00:28,28.00%,29.50%,42.00%,35.00%,25.25%,34.25%,36.25%,33.50%
2024-11-26 17:00:30,34.25%,36.00%,25.25%,28.00%,38.00%,38.25%,19.25%,32.25%
2024-11-26 17:00:32,33.50%,31.50%,23.25%,30.00%,29.75%,41.25%,32.25%,23.00%
2024-11-26 17:00:34,32.25%,32.00%,26.50%,26.25%,32.50%,28.00%,22.00%,17.00%
2024-11-26 17:00:36,31.25%,25.00%,19.25%,23.50%,28.25%,26.25%,24.00%,24.00%
2024-11-26 17:00:38,31.00%,30.25%,30.25%,28.00%,35.99%,42.25%,25.25%,41.25%
2024-11-26 17:00:40,38.50%,26.00%,28.25%,28.25%,31.00%,32.25%,29.00%,19.25%
2024-11-26 17:00:42,29.00%,23.50%,34.00%,30.50%,38.50%,28.25%,21.00%,30.25%
2024-11-26 17:00:44,26.25%,32.25%,30.25%,26.25%,27.25%,28.50%,31.25%,38.00%
2024-11-26 17:00:46,45.25%,25.25%,22.25%,28.25%,35.00%,31.00%,23.25%,21.25%
2024-11-26 17:00:48,31.25%,33.50%,32.00%,36.00%,34.25%,22.25%,35.50%,28.25%
2024-11-26 17:00:50,31.25%,28.00%,31.25%,29.25%,35.25%,33.25%,29.25%,35.00%
2024-11-26 17:00:52,37.25%,31.25%,23.25%,49.25%,32.00%,41.50%,36.25%,27.00%
2024-11-26 17:00:54,36.25%,30.25%,30.25%,35.00%,36.50%,33.00%,30.50%,31.25%
2024-11-26 17:00:56,35.25%,33.25%,38.25%,23.00%,31.50%,24.00%,33.00%,20.25%
2024-11-26 17:00:58,33.00%,29.25%,30.00%,23.25%,23.00%,35.50%,30.74%,36.00%
2024-11-26 17:01:00,30.00%,28.25%,35.25%,28.25%,40.00%,23.25%,29.50%,25.25%
2024-11-26 17:01:02,30.50%,38.25%,25.25%,24.25%,32.25%,35.25%,29.25%,28.25%
2024-11-26 17:01:04,28.00%,N/A,25.25%,26.25%,26.25%,27.25%,18.00%,31.50%
2024-11-26 17:01:06,28.25%,N/A,24.50%,17.00%,28.25%,25.25%,36.25%,36.00%
2024-11-26 17:01:08,32.00%,N/A,27.25%,33.25%,34.25%,34.25%,22.25%,43.00%
2024-11-26 17:01:10,29.25%,N/A,35.25%,36.00%,24.50%,23.00%,32.50%,20.50%
2024-11-26 17:01:12,27.00%,N/A,25.25%,37.25%,25.25%,30.50%,30.25%,37.25%
2024-11-26 17:01:14,26.50%,27.25%,31.00%,30.25%,27.00%,31.00%,28.25%,33.00%
2024-11-26 17:01:16,37.00%,31.50%,22.50%,24.00%,30.50%,33.25%,30.25%,24.00%
2024-11-26 17:01:18,31.50%,30.25%,25.25%,27.25%,27.25%,32.00%,35.25%,17.00%
2024-11-26 17:01:20,31.25%,34.25%,41.25%,28.25%,20.00%,29.00%,34.25%,23.25%
2024-11-26 17:01:22,27.50%,28.25%,27.00%,25.25%,28.00%,28.00%,30.25%,21.25%
2024-11-26 17:01:24,31.00%,37.25%,38.25%,25.25%,36.50%,29.00%,28.50%,25.50%
2024-11-26 17:01:26,31.25%,28.25%,30.00%,35.00%,32.50%,41.25%,27.00%,33.25%
2024-11-26 17:01:28,36.25%,27.00%,27.25%,30.00%,27.00%,44.00%,30.50%,29.25%
2024-11-26 17:01:30,21.50%,22.25%,25.25%,29.25%,N/A,27.25%,32.25%,28.25%
2024-11-26 17:01:32,35.25%,28.25%,37.25%,19.00%,N/A,23.00%,31.00%,31.25%
2024-11-26 17:01:34,29.25%,28.25%,37.25%,33.25%,N/A,31.50%,32.00%,32.00%
2024-11-26 17:01:36,27.25%,29.25%,36.00%,29.25%,33.00%,35.00%,19.50%,32.50%
2024-11-26 17:01:38,40.74%,34.25%,20.25%,24.00%,28.00%,29.25%,40.00%,28.25%
2024-11-26 17:01:40,31.00%,34.50%,24.25%,30.25%,37.25%,28.50%,32.25%,28.25%
2024-11-26 17:01:42,34.25%,33.00%,33.00%,26.00%,31.25%,23.25%,27.50%,32.00%
2024-11-26 17:01:44,30.00%,36.25%,32.25%,30.25%,35.25%,33.00%,32.00%,25.50%
2024-11-26 17:01:46,32.25%,39.00%,33.00%,37.50%,23.00%,35.25%,31.25%,31.00%
2024-11-26 17:01:48,35.00%,39.25%,31.00%,28.00%,36.00%,40.25%,30.50%,29.50%
2024-11-26 17:01:50,19.00%,20.50%,26.25%,32.00%,27.00%,29.25%,27.25%,26.00%
2024-11-26 17:01:52,31.50%,32.50%,36.25%,35.50%,32.25%,25.50%,31.25%,38.50%
2024-11-26 17:01:54,32.25%,24.00%,23.00%,31.00%,30.00%,30.00%,25.50%,36.25%
2024-11-26 17:01:56,35.00%,22.25%,33.00%,N/A,25.00%,28.00%,26.00%,31.00%
2024-11-26 17:01:58,30.00%,32.00%,25.50%,N/A,30.25%,32.50%,30.50%,20.50%
2024-11-26 17:02:00,23.00%,24.25%,29.25%,N/A,18.50%,43.25%,33.25%,35.25%
2024-11-26 17:02:02,27.00%,37.50%,23.50%,N/A,40.50%,31.00%,33.25%,32.50%
2024-11-26 17:02:04,33.00%,23.50%,20.25%,N/A,34.25%,31.25%,37.00%,31.25%
2024-11-26 17:02:06,32.25%,31.25%,28.25%,33.25%,24.00%,24.25%,41.50%,21.00%
2024-11-26 17:02:08,36.25%,39.00%,32.25%,31.25%,24.74%,23.00%,25.00%,23.50%
2024-11-26 17:02:10,27.25%,34.00%,32.25%,38.50%,24.00%,26.25%,28.50%,31.00%
2024-11-26 17:02:12,35.00%,39.25%,24.50%,38.00%,27.50%,36.25%,30.25%,26.25%
2024-11-26 17:02:14,38.00%,41.25%,47.25%,36.25%,31.25%,36.25%,25.50%,23.25%
2024-11-26 17:02:16,26.25%,37.50%,29.00%,30.25%,33.25%,32.00%,27.25%,31.00%
2024-11-26 17:02:18,30.25%,30.25%,17.25%,36.25%,36.25%,29.25%,35.25%,35.25%
2024-11-26 17:02:20,15.25%,31.00%,29.25%,28.00%,31.25%,24.25%,32.50%,22.25%
2024-11-26 17:02:22,33.25%,34.25%,28.25%,27.25%,32.25%,27.25%,36.50%,30.25%
2024-11-26 17:02:24,26.00%,27.00%,33.25%,32.25%,28.50%,29.25%,25.50%,26.25%
2024-11-26 17:02:26,29.25%,38.25%,26.00%,31.00%,31.50%,29.00%,15.00%,28.00%
2024-11-26 17:02:28,32.00%,28.25%,35.00%,30.00%,33.00%,30.25%,32.25%,36.00%
2024-11-26 17:02:30,36.25%,27.25%,23.00%,21.25%,40.25%,35.50%,29.00%,27.00%
2024-11-26 17:02:32,28.25%,34.50%,34.25%,27.25%,46.25%,24.00%,30.50%,37.00%
2024-11-26 17:02:34,26.00%,37.00%,19.50%,40.25%,19.25%,29.00%,34.50%,27.00%
2024-11-26 17:02:36,23.50%,29.25%,34.25%,38.25%,24.74%,29.25%,33.00%,N/A
2024-11-26 17:02:39,35.00%,30.25%,36.00%,28.00%,29.25%,27.50%,24.25%,29.00%
2024-11-26 17:02:41,23.25%,27.50%,30.00%,39.25%,32.25%,24.00%,35.25%,37.25%
2024-11-26 17:02:43,23.00%,28.50%,25.00%,37.25%,24.50%,24.25%,35.25%,30.00%
2024-11-26 17:02:45,34.25%,27.25%,23.25%,30.00%,27.00%,35.50%,33.00%,25.00%
2024-11-26 17:02:47,31.50%,28.25%,23.25%,23.25%,27.25%,32.00%,41.25%,36.25%
2024-11-26 17:02:49,N/A,29.25%,30.25%,29.00%,33.50%,47.25%,24.25%,37.50%
2024-11-26 17:02:51,N/A,24.50%,35.25%,22.00%,34.00%,29.25%,24.25%,37.00%
2024-11-26 17:02:53,N/A,35.25%,24.00%,19.25%,22.00%,28.25%,28.00%,31.00%
2024-11-26 17:02:55,N/A,29.00%,30.25%,32.00%,28.74%,35.00%,28.25%,21.00%
2024-11-26 17:02:57,N/A,31.25%,32.50%,26.50%,25.00%,29.00%,26.25%,27.00%
2024-11-26 17:02:59,N/A,25.25%,39.00%,32.25%,29.25%,23.25%,35.50%,30.25%
2024-11-26 17:03:01,27.00%,38.25%,29.25%,30.50%,31.25%,24.25%,33.25%,22.00%
2024-11-26 17:03:03,28.25%,23.00%,38.50%,28.50%,30.99%,43.25%,23.00%,30.00%
2024-11-26 17:03:05,33.00%,29.25%,26.25%,36.00%,26.50%,36.25%,N/A,32.25%
2024-11-26 17:03:07,29.25%,30.25%,24.00%,31.25%,33.25%,27.25%,N/A,24.25%
2024-11-26 17:03:09,24.25%,29.50%,22.25%,31.25%,30.25%,30.25%,N/A,44.25%
2024-11-26 17:03:11,28.25%,25.00%,33.00%,26.25%,22.00%,33.50%,N/A,31.50%
2024-11-26 17:03:13,33.00%,26.74%,29.25%,28.25%,25.50%,38.00%,N/A,31.00%
2024-11-26 17:03:15,25.25%,36.25%,N/A,30.00%,31.25%,30.00%,N/A,28.50%
2024-11-26 17:03:17,32.25%,35.25%,N/A,32.50%,25.00%,N/A,N/A,28.00%
2024-11-26 17:03:19,26.25%,35.25%,N/A,39.00%,26.25%,N/A,30.25%,30.25%
2024-11-26 17:03:21,28.50%,31.25%,N/A,27.00%,31.25%,N/A,30.00%,28.00%
2024-11-26 17:03:23,27.00%,34.25%,N/A,25.25%,32.25%,36.25%,23.25%,31.25%
2024-11-26 17:03:25,29.25%,27.00%,30.50%,49.25%,42.25%,31.50%,26.25%,32.00%
2024-11-26 17:03:27,30.25%,35.50%,37.25%,25.50%,32.25%,31.00%,26.50%,39.00%
2024-11-26 17:03:29,24.25%,24.25%,23.00%,19.25%,25.50%,37.00%,39.75%,31.50%
2024-11-26 17:03:31,33.25%,31.75%,27.00%,25.00%,37.25%,29.25%,25.00%,29.25%
2024-11-26 17:03:33,26.50%,35.25%,40.00%,34.25%,30.25%,33.25%,39.00%,30.00%
2024-11-26 17:03:35,20.00%,29.25%,27.00%,23.00%,34.25%,25.25%,44.50%,27.25%
2024-11-26 17:03:37,27.25%,25.50%,26.25%,24.50%,36.50%,28.50%,32.00%,26.00%
2024-11-26 17:03:39,34.25%,20.25%,31.00%,43.00%,31.50%,34.00%,35.25%,27.00%
2024-11-26 17:03:41,26.00%,17.00%,29.00%,29.00%,25.50%,22.00%,39.25%,39.25%
2024-11-26 17:03:43,29.25%,28.25%,33.25%,22.00%,20.00%,23.00%,45.00%,36.00%
2024-11-26 17:03:45,32.25%,24.25%,32.25%,26.50%,24.50%,27.00%,29.50%,36.00%
2024-11-26 17:03:47,34.25%,28.25%,25.25%,32.50%,32.00%,35.25%,43.00%,30.25%
2024-11-26 17:03:49,32.25%,43.00%,32.00%,37.00%,21.50%,34.50%,29.50%,22.00%
2024-11-26 17:03:51,24.25%,43.00%,24.25%,34.00%,28.25%,35.25%,26.00%,23.50%
2024-11-26 17:03:53,41.00%,31.25%,29.50%,44.25%,25.50%,37.25%,30.25%,30.00%
2024-11-26 17:03:55,24.25%,35.25%,38.00%,28.00%,33.25%,27.25%,24.25%,22.50%
2024-11-26 17:03:57,32.25%,28.50%,27.25%,35.25%,37.50%,26.50%,25.25%,32.00%
2024-11-26 17:03:59,28.00%,23.50%,31.25%,26.00%,26.50%,32.00%,37.50%,46.25%
2024-11-26 17:04:01,28.50%,24.25%,27.25%,31.25%,38.50%,24.25%,31.25%,26.50%
2024-11-26 17:04:03,30.00%,28.25%,27.25%,24.25%,35.25%,47.25%,34.75%,30.25%
2024-11-26 17:04:05,31.00%,27.00%,39.00%,33.25%,25.25%,27.00%,36.50%,34.25%
2024-11-26 17:04:07,28.25%,26.25%,39.00%,29.25%,27.25%,39.50%,34.25%,36.25%
2024-11-26 17:04:09,34.00%,32.50%,28.50%,28.25%,41.25%,30.50%,33.25%,42.25%
2024-11-26 17:04:11,33.25%,29.00%,37.50%,29.25%,25.99%,27.25%,33.25%,34.50%
2024-11-26 17:04:13,22.50%,27.50%,36.00%,29.25%,26.00%,37.00%,34.74%,41.25%
2024-11-26 17:04:15,34.00%,35.25%,33.50%,32.25%,28.25%,32.00%,37.25%,31.50%
2024-11-26 17:04:17,31.50%,30.25%,31.00%,26.00%,27.00%,20.00%,23.50%,24.00%
2024-11-26 17:04:19,31.25%,35.25%,40.00%,30.25%,23.00%,30.25%,38.25%,38.50%
2024-11-26 17:04:21,27.75%,34.00%,23.00%,28.25%,33.75%,27.25%,26.25%,25.25%
2024-11-26 17:04:23,31.50%,25.25%,24.25%,26.00%,23.25%,29.25%,33.75%,26.25%
2024-11-26 17:04:25,31.25%,29.00%,19.50%,36.25%,29.00%,29.50%,35.00%,47.25%
2024-11-26 17:04:27,25.25%,19.00%,25.25%,40.00%,29.25%,30.00%,33.75%,26.25%
2024-11-26 17:04:29,28.25%,31.00%,22.25%,28.00%,41.50%,21.00%,34.25%,33.25%
2024-11-26 17:04:31,22.25%,19.25%,25.00%,28.00%,26.25%,28.00%,31.25%,38.25%
2024-11-26 17:04:33,32.00%,28.25%,20.25%,26.00%,29.25%,39.25%,17.50%,37.50%
2024-11-26 17:04:35,41.25%,39.25%,15.00%,28.25%,35.00%,33.00%,31.50%,30.25%
2024-11-26 17:04:37,23.25%,31.25%,30.00%,20.00%,32.50%,30.25%,30.25%,31.25%
2024-11-26 17:04:39,31.25%,28.00%,28.00%,27.50%,37.25%,18.00%,25.50%,46.50%
2024-11-26 17:04:41,27.00%,42.50%,38.25%,27.00%,36.00%,48.25%,34.00%,26.25%
2024-11-26 17:04:43,37.25%,29.25%,30.25%,34.00%,35.00%,29.50%,30.25%,33.00%
2024-11-26 17:04:45,24.50%,39.25%,27.00%,32.25%,26.25%,35.25%,31.25%,28.50%
2024-11-26 17:04:47,27.00%,30.25%,25.25%,28.25%,30.25%,34.25%,29.00%,33.00%
2024-11-26 17:04:49,38.25%,25.25%,27.25%,32.25%,28.50%,33.25%,33.25%,24.25%
2024-11-26 17:04:51,28.25%,31.25%,21.25%,32.00%,29.75%,30.00%,26.50%,30.00%
2024-11-26 17:04:53,30.00%,26.00%,37.00%,23.00%,31.25%,33.74%,35.25%,28.25%
2024-11-26 17:04:55,37.25%,23.00%,38.25%,43.25%,42.00%,27.00%,28.25%,24.25%
2024-11-26 17:04:57,38.25%,N/A,28.50%,31.25%,27.25%,33.25%,27.25%,25.25%
2024-11-26 17:04:59,35.25%,N/A,32.00%,23.25%,19.25%,39.50%,30.50%,23.00%
2024-11-26 17:05:01,28.00%,N/A,41.25%,34.50%,26.25%,26.25%,26.50%,26.25%
2024-11-26 17:05:03,38.25%,N/A,41.25%,21.00%,33.25%,35.25%,39.00%,33.25%
2024-11-26 17:05:05,35.00%,N/A,28.00%,23.25%,32.50%,36.25%,35.25%,32.25%
2024-11-26 17:05:07,24.00%,36.25%,36.50%,24.00%,22.25%,28.50%,30.50%,25.25%
2024-11-26 17:05:09,29.50%,40.25%,31.25%,27.00%,22.50%,17.25%,38.25%,33.00%
2024-11-26 17:05:11,28.00%,30.25%,32.25%,23.50%,40.25%,35.25%,30.50%,28.25%
2024-11-26 17:05:13,26.25%,22.25%,26.25%,37.00%,40.25%,27.25%,26.00%,32.50%
2024-11-26 17:05:15,36.25%,41.25%,28.50%,20.00%,33.25%,32.00%,22.25%,29.25%
2024-11-26 17:05:17,29.00%,35.25%,27.25%,36.25%,31.50%,22.50%,28.00%,37.25%
2024-11-26 17:05:19,40.00%,33.25%,35.00%,18.00%,21.00%,34.00%,28.25%,34.25%
2024-11-26 17:05:21,31.50%,40.25%,33.00%,31.00%,27.00%,34.25%,22.00%,32.00%
2024-11-26 17:05:23,25.50%,21.25%,29.25%,37.00%,N/A,30.25%,36.00%,28.00%
2024-11-26 17:05:25,30.25%,28.00%,25.50%,32.00%,N/A,20.00%,23.00%,38.25%
2024-11-26 17:05:27,29.00%,34.00%,32.25%,36.50%,N/A,24.50%,26.25%,37.50%
2024-11-26 17:05:29,26.00%,35.00%,31.50%,36.25%,27.00%,33.00%,34.25%,31.25%
2024-11-26 17:05:31,30.25%,37.00%,31.25%,37.25%,36.00%,28.25%,32.25%,35.25%
2024-11-26 17:05:33,27.00%,41.25%,26.25%,18.00%,27.50%,21.25%,38.00%,25.25%
2024-11-26 17:05:35,22.25%,25.25%,36.00%,31.25%,32.25%,34.50%,22.00%,26.25%
2024-11-26 17:05:37,25.25%,31.00%,28.50%,39.00%,35.25%,40.25%,26.00%,32.25%
2024-11-26 17:05:39,26.00%,33.25%,21.25%,28.25%,33.25%,22.75%,36.25%,33.00%
2024-11-26 17:05:41,26.25%,30.00%,30.00%,34.00%,25.00%,24.00%,34.00%,38.25%
2024-11-26 17:05:43,20.25%,30.25%,28.25%,37.25%,23.25%,43.00%,21.25%,26.25%
2024-11-26 17:05:45,35.00%,42.25%,29.50%,33.00%,25.25%,21.00%,23.25%,25.25%
2024-11-26 17:05:47,29.00%,28.25%,31.25%,36.25%,27.25%,28.25%,38.25%,28.25%
2024-11-26 17:05:49,31.50%,28.25%,27.25%,N/A,26.50%,29.25%,39.25%,19.25%
2024-11-26 17:05:51,32.00%,28.25%,33.25%,N/A,27.25%,31.25%,26.00%,31.25%
2024-11-26 17:05:53,38.50%,27.00%,44.00%,N/A,26.00%,33.25%,23.25%,42.25%
2024-11-26 17:05:55,34.25%,24.25%,35.25%,N/A,31.00%,34.25%,33.00%,38.00%
2024-11-26 17:05:57,32.50%,33.25%,26.25%,34.25%,29.25%,22.50%,42.25%,45.00%
2024-11-26 17:05:59,21.25%,35.25%,29.25%,27.25%,23.25%,24.25%,29.00%,36.25%
2024-11-26 17:06:01,31.25%,33.50%,23.25%,25.25%,32.00%,27.25%,29.25%,36.25%
2024-11-26 17:06:03,27.25%,26.25%,25.25%,38.00%,27.50%,25.25%,30.25%,20.25%
2024-11-26 17:06:05,33.25%,27.25%,24.25%,37.25%,29.25%,30.25%,27.25%,28.25%
2024-11-26 17:06:07,32.50%,16.00%,39.25%,22.25%,35.25%,20.25%,39.50%,31.00%
2024-11-26 17:06:09,32.00%,33.25%,37.50%,25.00%,27.50%,32.25%,27.25%,29.25%
2024-11-26 17:06:11,36.00%,33.50%,25.00%,31.25%,28.25%,40.25%,34.00%,28.00%
2024-11-26 17:06:13,26.25%,26.50%,29.25%,21.00%,29.25%,37.25%,35.25%,23.00%
2024-11-26 17:06:15,24.24%,25.25%,28.25%,28.25%,20.25%,21.00%,29.25%,33.25%
2024-11-26 17:06:17,36.25%,30.25%,38.25%,35.25%,34.25%,29.25%,31.00%,27.25%
2024-11-26 17:06:19,29.25%,40.50%,25.25%,38.25%,27.25%,42.00%,32.25%,26.25%
2024-11-26 17:06:21,27.50%,22.25%,36.25%,26.00%,30.25%,34.00%,31.00%,23.00%
2024-11-26 17:06:23,25.25%,33.00%,33.00%,30.00%,22.00%,27.00%,31.00%,30.00%
2024-11-26 17:06:25,26.25%,41.00%,29.00%,29.25%,31.25%,33.00%,33.25%,N/A
2024-11-26 17:06:28,29.25%,32.50%,23.25%,37.25%,25.25%,33.25%,35.25%,N/A
